Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],Error [cts]
72.8361,976.6431,917.8793,917.3387,58.7638
72.8401,908.4609,917.882,917.3423,-9.4211
72.8441,909.6311,917.8846,917.3459,-8.2535
72.8481,937.6634,917.8873,917.3495,19.7761
72.8521,914.8703,917.8901,917.3531,-3.0198
72.8561,926.5313,917.8929,917.3567,8.6384
72.8601,945.002,917.8957,917.3603,27.1063
72.8641,927.8525,917.8986,917.3639,9.9539
72.8681,916.5031,917.9014,917.3675,-1.3983
72.8721,924.2494,917.9044,917.3711,6.345
72.8761,945.7618,917.9072,917.3747,27.8546
72.8801,975.5772,917.9102,917.3783,57.667
72.8841,988.4191,917.9133,917.3818,70.5058
72.8881,967.2728,917.9163,917.3854,49.3565
72.8921,929.202,917.9194,917.389,11.2826
72.8961,936.94,917.9225,917.3926,19.0175
72.9001,903.0053,917.9257,917.3962,-14.9204
72.9041,932.6689,917.9288,917.3998,14.7401
72.9081,937.306,917.932,917.4034,19.374
72.9121,937.306,917.9353,917.407,19.3707
72.9161,900.2947,917.9386,917.4106,-17.6439
72.9201,930.5817,917.9419,917.4142,12.6398
72.9241,960.0878,917.9453,917.4178,42.1425
72.9281,951.6741,917.9487,917.4214,33.7254
72.9321,1004.961,917.9521,917.425,87.0089
72.9361,934.5822,917.9556,917.4286,16.6266
72.9401,964.3485,917.9592,917.4322,46.3893
72.9441,1002.195,917.9626,917.4358,84.2324
72.9481,981.3213,917.9662,917.4393,63.3551
72.9521,923.7052,917.9698,917.4429,5.7354
72.9561,954.7401,917.9736,917.4465,36.7665
72.9601,969.4093,917.9772,917.4501,51.4321
72.9641,931.9477,917.981,917.4537,13.9667
72.9681,935.0068,917.9848,917.4573,17.022
72.9721,934.9132,917.9886,917.4609,16.9246
72.9761,947.5002,917.9924,917.4645,29.5078
72.9801,935.7368,917.9963,917.4681,17.7405
72.9841,921.2086,918.0003,917.4717,3.2083
72.9881,942.7855,918.0043,917.4753,24.7812
72.9921,1006.557,918.0084,917.4789,88.5486
72.9961,943.4633,918.0124,917.4825,25.4509
73.0001,933.3668,918.0165,917.4861,15.3503
73.0041,899.0348,918.0207,917.4897,-18.9859
73.0081,1021.587,918.0249,917.4933,103.5621
73.0121,946.7583,918.0291,917.4969,28.7292
73.0161,915.5939,918.0334,917.5004,-2.4395
73.0201,951.3704,918.0377,917.504,33.3327
73.0241,918.7784,918.0421,917.5076,0.7363
73.0281,961.1822,918.0465,917.5112,43.1357
73.0321,919.5122,918.051,917.5148,1.4612
73.0361,899.9787,918.0554,917.5184,-18.0767
73.0401,905.582,918.06,917.522,-12.478
73.0441,936.6564,918.0645,917.5256,18.5919
73.0481,917.5391,918.0692,917.5292,-0.5301
73.0521,877.8705,918.0739,917.5328,-40.2034
73.0561,908.2717,918.0786,917.5364,-9.8069
73.0601,959.7175,918.0833,917.54,41.6342
73.0641,995.0191,918.0881,917.5436,76.931
73.0681,992.6658,918.093,917.5472,74.5728
73.0721,936.5558,918.0979,917.5508,18.4579
73.0761,956.9437,918.1028,917.5544,38.8409
73.0801,963.8879,918.1078,917.5579,45.7801
73.0841,964.1567,918.1128,917.5615,46.0439
73.0881,971.4875,918.1179,917.5651,53.3696
73.0921,935.0891,918.123,917.5687,16.9661
73.0961,948.1491,918.1282,917.5723,30.0209
73.1001,984.5317,918.1334,917.5759,66.3983
73.1041,906.8365,918.1387,917.5795,-11.3022
73.1081,976.1602,918.1439,917.5831,58.0163
73.1121,951.7152,918.1492,917.5867,33.566
73.1161,960.6122,918.1546,917.5903,42.4576
73.1201,950.5664,918.16,917.5939,32.4064
73.1241,954.5319,918.1655,917.5975,36.3664
73.1281,933.5409,918.1711,917.6011,15.3698
73.1321,960.1793,918.1738,917.6018,42.0055
73.1361,889.6774,918.1765,917.6025,-28.4991
73.1401,888.4659,918.1793,917.6033,-29.7134
73.1441,953.1002,918.1821,917.604,34.9181
73.1481,974.1533,918.185,917.6047,55.9683
73.1521,955.1212,918.1879,917.6055,36.9333
73.1561,926.7308,918.1909,917.6062,8.5399
73.1601,901.0579,918.1939,917.6069,-17.136
73.1641,900.8099,918.1969,917.6076,-17.387
73.1681,948.9678,918.2,917.6084,30.7678
73.1721,903.874,918.2031,917.6091,-14.3291
73.1761,907.0258,918.2062,917.6098,-11.1804
73.1801,904.2082,918.2094,917.6106,-14.0012
73.1841,935.6628,918.2127,917.6113,17.4501
73.1881,877.5782,918.2159,917.612,-40.6377
73.1921,981.0131,918.2193,917.6128,62.7938
73.1961,947.5028,918.2227,917.6135,29.2801
73.2001,981.3191,918.226,917.6142,63.0931
73.2041,951.7462,918.2294,917.6149,33.5168
73.2081,909.3179,918.2329,917.6157,-8.915
73.2121,919.8873,918.2364,917.6164,1.6509
73.2161,971.1982,918.2399,917.6171,52.9583
73.2201,921.3585,918.2435,917.6179,3.115
73.2241,922.6618,918.2471,917.6186,4.4147
73.2281,959.8896,918.2507,917.6193,41.6389
73.2321,949.1021,918.2544,917.62,30.8477
73.2361,926.7742,918.2581,917.6208,8.5161
73.2401,925.3224,918.2618,917.6215,7.0606
73.2441,944.18,918.2655,917.6222,25.9145
73.2481,960.1752,918.2693,917.623,41.9059
73.2521,945.3189,918.2731,917.6237,27.0458
73.2561,939.3458,918.2769,917.6244,21.0689
73.2601,958.3781,918.2807,917.6252,40.0974
73.2641,943.2264,918.2845,917.6259,24.9419
73.2681,959.1568,918.2884,917.6266,40.8684
73.2721,929.8879,918.2923,917.6273,11.5956
73.2761,939.5531,918.2961,917.6281,21.257
73.2801,947.5436,918.3001,917.6288,29.2435
73.2841,925.8328,918.304,917.6295,7.5288
73.2881,920.0882,918.308,917.6303,1.7802
73.2921,933.4049,918.3119,917.631,15.093
73.2961,927.9038,918.3159,917.6317,9.5879
73.3001,924.4569,918.3198,917.6325,6.1371
73.3041,934.9868,918.3238,917.6332,16.663
73.3081,970.1035,918.3278,917.6339,51.7757
73.3121,945.237,918.3317,917.6346,26.9053
73.3161,931.2596,918.3357,917.6354,12.9239
73.3201,945.7321,918.3397,917.6361,27.3924
73.3241,963.6791,918.3436,917.6368,45.3355
73.3281,923.6952,918.3475,917.6376,5.3477
73.3321,897.0629,918.3514,917.6383,-21.2885
73.3361,908.3113,918.3553,917.639,-10.044
73.3401,937.1289,918.3593,917.6398,18.7696
73.3441,971.712,918.3632,917.6405,53.3488
73.3481,939.1774,918.367,917.6412,20.8104
73.3521,875.5648,918.3708,917.6419,-42.806
73.3561,868.1518,918.3747,917.6427,-50.2229
73.3601,924.4136,918.3784,917.6434,6.0352
73.3641,935.5263,918.3821,917.6441,17.1442
73.3681,959.4244,918.3859,917.6449,41.0385
73.3721,959.558,918.3896,917.6456,41.1684
73.3761,953.7359,918.3932,917.6463,35.3427
73.3801,946.3059,918.3969,917.647,27.909
73.3841,947.2634,918.4005,917.6478,28.8629
73.3881,940.7268,918.404,917.6485,22.3228
73.3921,978.7507,918.4075,917.6492,60.3432
73.3961,904.0203,918.4109,917.65,-14.3906
73.4001,879.6376,918.4142,917.6507,-38.7766
73.4041,886.6194,918.4176,917.6514,-31.7982
73.4081,975.7117,918.4208,917.6522,57.2909
73.4121,958.2741,918.4241,917.6529,39.85
73.4161,944.5246,918.4272,917.6536,26.0974
73.4201,937.3306,918.4304,917.6543,18.9002
73.4241,935.0818,918.4333,917.6551,16.6485
73.4281,936.5867,918.4363,917.6558,18.1504
73.4321,934.3855,918.4392,917.6565,15.9463
73.4361,935.8648,918.4421,917.6573,17.4227
73.4401,961.6157,918.4448,917.658,43.1709
73.4441,980.9564,918.4475,917.6587,62.5089
73.4481,901.2043,918.4501,917.6595,-17.2458
73.4521,916.7084,918.4526,917.6602,-1.7442
73.4561,900.7901,918.455,917.6609,-17.6649
73.4601,895.4956,918.4574,917.6616,-22.9618
73.4641,953.3645,918.4597,917.6624,34.9048
73.4681,933.576,918.462,917.6631,15.114
73.4721,953.4354,918.4641,917.6638,34.9713
73.4761,992.6903,918.4662,917.6646,74.2241
73.4801,923.3526,918.4681,917.6653,4.8845
73.4841,923.6241,918.47,917.666,5.1541
73.4881,956.0311,918.4697,917.6668,37.5614
73.4921,963.8607,918.4714,917.6675,45.3893
73.4961,983.1422,918.4731,917.6682,64.6691
73.5001,940.6419,918.4747,917.6689,22.1672
73.5041,894.8767,918.4761,917.6697,-23.5994
73.5081,947.7776,918.4775,917.6704,29.3001
73.5121,961.5581,918.4789,917.6711,43.0792
73.5161,956.6107,918.4801,917.6719,38.1306
73.5201,931.268,918.4813,917.6726,12.7867
73.5241,903.8828,918.4824,917.6733,-14.5996
73.5281,927.1304,918.4833,917.674,8.6471
73.5321,963.0169,918.4843,917.6748,44.5326
73.5361,979.3361,918.4851,917.6755,60.851
73.5401,974.4597,918.4858,917.6762,55.9739
73.5441,979.6738,918.4865,917.677,61.1873
73.5481,944.9558,918.4871,917.6777,26.4687
73.5521,905.8833,918.4876,917.6784,-12.6043
73.5561,951.4287,918.488,917.6792,32.9407
73.5601,1036.919,918.4884,917.6799,118.4306
73.5641,898.0345,918.4887,917.6806,-20.4542
73.5681,950.1643,918.489,917.6813,31.6753
73.5721,928.1432,918.4891,917.6821,9.6541
73.5761,983.3886,918.4891,917.6828,64.8995
73.5801,913.3624,918.4891,917.6835,-5.1267
73.5841,933.4375,918.4891,917.6843,14.9484
73.5881,973.0191,918.489,917.685,54.5301
73.5921,956.0114,918.4887,917.6857,37.5227
73.5961,974.5483,918.4885,917.6865,56.0598
73.6001,957.3157,918.4881,917.6872,38.8276
73.6041,946.0265,918.4877,917.6879,27.5388
73.6081,939.6547,918.4872,917.6886,21.1675
73.6121,925.5575,918.4867,917.6894,7.0708
73.6161,942.7955,918.4861,917.6901,24.3094
73.6201,960.8523,918.4855,917.6908,42.3668
73.6241,939.1778,918.4847,917.6916,20.6931
73.6281,923.6252,918.4839,917.6923,5.1413
73.6321,935.1889,918.4831,917.693,16.7058
73.6361,918.7364,918.4822,917.6938,0.2542
73.6401,937.9059,918.4813,917.6945,19.4246
73.6441,988.8749,918.4803,917.6952,70.3946
73.6481,972.4703,918.4792,917.6959,53.9911
73.6521,904.3135,918.4771,917.6967,-14.1636
73.6561,946.409,918.4759,917.6974,27.9331
73.6601,974.4135,918.4747,917.6981,55.9388
73.6641,979.2007,918.4734,917.6989,60.7273
73.6681,939.5756,918.4722,917.6996,21.1034
73.6721,938.906,918.4708,917.7003,20.4352
73.6761,971.0565,918.4695,917.7011,52.587
73.6801,908.2757,918.468,917.7018,-10.1923
73.6841,918.0281,918.4666,917.7025,-0.4385
73.6881,895.6127,918.4651,917.7032,-22.8524
73.6921,913.2514,918.4636,917.704,-5.2122
73.6961,964.4993,918.462,917.7047,46.0373
73.7001,987.0887,918.4604,917.7054,68.6283
73.7041,955.6279,918.4588,917.7062,37.1691
73.7081,947.5945,918.4572,917.7069,29.1373
73.7121,968.4484,918.4554,917.7076,49.993
73.7161,957.6005,918.4537,917.7083,39.1468
73.7201,936.1482,918.452,917.7091,17.6962
73.7241,948.7584,918.4502,917.7098,30.3082
73.7281,953.6906,918.4484,917.7105,35.2422
73.7321,948.4777,918.4466,917.7113,30.0311
73.7361,962.2635,918.4448,917.712,43.8187
73.7401,954.4134,918.4429,917.7127,35.9705
73.7441,927.902,918.441,917.7135,9.461
73.7481,967.2378,918.4391,917.7142,48.7987
73.7521,974.9147,918.4373,917.7149,56.4774
73.7561,930.1705,918.4354,917.7156,11.7351
73.7601,953.149,918.4335,917.7164,34.7155
73.7641,970.712,918.4316,917.7171,52.2804
73.7681,906.4635,918.4296,917.7178,-11.9661
73.7721,941.6155,918.4277,917.7186,23.1878
73.7761,929.2712,918.4258,917.7193,10.8454
73.7801,936.523,918.4238,917.72,18.0992
73.7841,946.0932,918.4219,917.7208,27.6713
73.7881,946.3663,918.4199,917.7215,27.9464
73.7921,926.7218,918.418,917.7222,8.3038
73.7961,914.4212,918.416,917.7229,-3.9948
73.8001,942.5293,918.4141,917.7237,24.1152
73.8041,941.5185,918.4122,917.7244,23.1063
73.8081,931.2462,918.4102,917.7251,12.836
73.8121,943.0697,918.4083,917.7259,24.6614
73.8161,925.5194,918.4063,917.7266,7.1131
73.8201,908.7674,918.4044,917.7273,-9.637
73.8241,932.9365,918.4025,917.7281,14.534
73.8281,958.3698,918.4006,917.7288,39.9692
73.8321,954.8762,918.3987,917.7295,36.4775
73.8361,902.6709,918.3968,917.7302,-15.7259
73.8401,957.2101,918.395,917.731,38.8151
73.8441,928.0224,918.3931,917.7317,9.6293
73.8481,966.2719,918.3912,917.7324,47.8807
73.8521,973.9314,918.3894,917.7332,55.542
73.8561,898.7975,918.3876,917.7339,-19.5901
73.8601,957.2526,918.3858,917.7346,38.8668
73.8641,976.3359,918.384,917.7353,57.9519
73.8681,957.555,918.3823,917.7361,39.1727
73.8721,959.6715,918.3805,917.7368,41.291
73.8761,979.7081,918.3787,917.7375,61.3294
73.8801,960.518,918.377,917.7383,42.141
73.8841,953.8976,918.3753,917.739,35.5223
73.8881,960.3049,918.3737,917.7397,41.9312
73.8921,966.0483,918.3719,917.7405,47.6764
73.8961,948.2786,918.3703,917.7412,29.9083
73.9001,931.8898,918.3687,917.7419,13.5211
73.9041,938.4852,918.3671,917.7426,20.1181
73.9081,938.6992,918.3654,917.7434,20.3338
73.9121,938.6795,918.3638,917.7441,20.3157
73.9161,960.5784,918.3622,917.7448,42.2162
73.9201,967.9089,918.3607,917.7456,49.5482
73.9241,943.6795,918.3592,917.7463,25.3203
73.9281,944.8271,918.3577,917.747,26.4694
73.9321,948.2261,918.3562,917.7478,29.8699
73.9361,940.7591,918.3548,917.7485,22.4043
73.9401,932.2297,918.3533,917.7492,13.8764
73.9441,872.5159,918.3519,917.7499,-45.836
73.9481,965.3874,918.3505,917.7507,47.0369
73.9521,937.8435,918.3491,917.7514,19.4944
73.9561,954.5874,918.3477,917.7521,36.2397
73.9601,937.7528,918.3464,917.7529,19.4064
73.9641,969.3534,918.345,917.7536,51.0084
73.9681,971.7744,918.3438,917.7543,53.4306
73.9721,958.26,918.3425,917.7551,39.9175
73.9761,915.0958,918.3412,917.7558,-3.2454
73.9801,939.3942,918.3399,917.7565,21.0543
73.9841,972.5369,918.3387,917.7572,54.1982
73.9881,931.3469,918.3375,917.758,13.0094
73.9921,903.2458,918.3362,917.7587,-15.0904
73.9961,932.009,918.3351,917.7594,13.6739
74.0001,945.1039,918.3339,917.7602,26.77
74.0041,929.862,918.3327,917.7609,11.5293
74.0081,926.4635,918.3315,917.7616,8.132
74.0121,941.5845,918.3304,917.7624,23.2541
74.0161,948.8236,918.3293,917.7631,30.4943
74.0201,959.731,918.3282,917.7638,41.4028
74.0241,957.86,918.3272,917.7645,39.5328
74.0281,993.6002,918.3261,917.7653,75.2741
74.0321,991.1191,918.3251,917.766,72.794
74.0361,923.8146,918.3241,917.7667,5.4905
74.0401,952.5377,918.3231,917.7675,34.2146
74.0441,975.7678,918.3221,917.7682,57.4457
74.0481,981.7617,918.3211,917.7689,63.4406
74.0521,946.8723,918.3201,917.7696,28.5522
74.0561,946.182,918.3192,917.7704,27.8628
74.0601,922.021,918.3182,917.7711,3.7028
74.0641,915.9664,918.3173,917.7718,-2.3509
74.0681,906.633,918.3163,917.7726,-11.6833
74.0721,914.1369,918.3154,917.7733,-4.1785
74.0761,907.3096,918.3145,917.774,-11.0049
74.0801,911.2696,918.3137,917.7748,-7.0441
74.0841,945.0953,918.3127,917.7755,26.7826
74.0881,944.9812,918.3119,917.7762,26.6693
74.0921,934.1372,918.311,917.7769,15.8262
74.0961,946.7286,918.3101,917.7777,28.4185
74.1001,928.7357,918.3093,917.7784,10.4264
74.1041,915.178,918.3085,917.7791,-3.1305
74.1081,897.367,918.3076,917.7799,-20.9406
74.1121,935.6005,918.3068,917.7806,17.2937
74.1161,924.3555,918.306,917.7813,6.0495
74.1201,928.0426,918.3052,917.7821,9.7374
74.1241,953.9114,918.3044,917.7828,35.607
74.1281,970.1216,918.3036,917.7835,51.818
74.1321,930.1956,918.3029,917.7842,11.8927
74.1361,908.1745,918.3021,917.785,-10.1276
74.1401,934.774,918.3013,917.7857,16.4727
74.1441,900.2,918.3005,917.7864,-18.1005
74.1481,934.5531,918.299,917.7872,16.2541
74.1521,959.8825,918.2982,917.7879,41.5843
74.1561,953.2922,918.2975,917.7886,34.9947
74.1601,932.9135,918.2967,917.7894,14.6168
74.1641,913.3439,918.296,917.7901,-4.9521
74.1681,902.7337,918.2952,917.7908,-15.5615
74.1721,944.4814,918.2945,917.7915,26.1869
74.1761,959.2497,918.2938,917.7923,40.9559
74.1801,957.4389,918.293,917.793,39.1459
74.1841,944.4947,918.2922,917.7937,26.2025
74.1881,930.3534,918.2915,917.7945,12.0619
74.1921,949.1303,918.2908,917.7952,30.8395
74.1961,950.9166,918.29,917.7959,32.6266
74.2001,944.176,918.2893,917.7966,25.8867
74.2041,910.4116,918.2886,917.7974,-7.877
74.2081,919.4078,918.2879,917.7981,1.1199
74.2121,974.1154,918.2872,917.7988,55.8282
74.2161,926.7583,918.2864,917.7996,8.4719
74.2201,956.8721,918.2857,917.8003,38.5864
74.2241,965.2081,918.285,917.801,46.9231
74.2281,925.9532,918.2842,917.8018,7.669
74.2321,961.9901,918.2836,917.8025,43.7065
74.2361,973.2396,918.2828,917.8032,54.9568
74.2401,945.7561,918.2821,917.8039,27.474
74.2441,914.5285,918.2814,917.8047,-3.7529
74.2481,941.0164,918.2806,917.8054,22.7358
74.2521,940.3827,918.2799,917.8061,22.1028
74.2561,948.9947,918.2792,917.8069,30.7155
74.2601,930.4413,918.2784,917.8076,12.1629
74.2641,918.7957,918.2777,917.8083,0.518
74.2681,943.6623,918.2769,917.8091,25.3854
74.2721,950.8744,918.2762,917.8098,32.5982
74.2761,926.7158,918.2754,917.8105,8.4404
74.2801,929.3808,918.2747,917.8112,11.1061
74.2841,950.3753,918.2739,917.812,32.1014
74.2881,954.4175,918.2731,917.8127,36.1444
74.2921,981.0646,918.2723,917.8134,62.7923
74.2961,977.7129,918.2716,917.8142,59.4413
74.3001,970.2408,918.2708,917.8149,51.97
74.3041,948.9291,918.2701,917.8156,30.659
74.3081,887.4311,918.2693,917.8164,-30.8382
74.3121,875.2094,918.2685,917.8171,-43.0591
74.3161,924.4624,918.2673,917.8178,6.1951
74.3201,887.5812,918.2665,917.8185,-30.6853
74.3241,942.1552,918.2657,917.8193,23.8895
74.3281,909.2209,918.265,917.82,-9.0441
74.3321,945.5418,918.2642,917.8207,27.2776
74.3361,972.2475,918.2634,917.8215,53.9841
74.3401,963.9818,918.2626,917.8222,45.7192
74.3441,897.6437,918.2618,917.8229,-20.6181
74.3481,896.342,918.2609,917.8236,-21.9189
74.3521,958.7703,918.2601,917.8244,40.5102
74.3561,971.0206,918.2593,917.8251,52.7613
74.3601,960.0281,918.2585,917.8258,41.7696
74.3641,955.3933,918.2576,917.8266,37.1357
74.3681,924.3453,918.2567,917.8273,6.0886
74.3721,920.0518,918.2559,917.828,1.7959
74.3761,925.5878,918.2551,917.8288,7.3327
74.3801,907.0586,918.2542,917.8295,-11.1956
74.3841,937.5772,918.2534,917.8302,19.3238
74.3881,926.0676,918.2525,917.8309,7.8151
74.3921,948.0279,918.2516,917.8317,29.7763
74.3961,982.4935,918.2383,917.8324,64.2552
74.4001,971.8228,918.2375,917.8331,53.5853
74.4041,957.8497,918.2366,917.8339,39.6131
74.4081,955.419,918.2358,917.8346,37.1832
74.4121,945.0206,918.2349,917.8353,26.7857
74.4161,934.4888,918.234,917.8361,16.2548
74.4201,914.3642,918.2331,917.8368,-3.8689
74.4241,922.102,918.2322,917.8375,3.8698
74.4281,924.1711,918.2313,917.8382,5.9398
74.4321,947.1503,918.2303,917.839,28.92
74.4361,975.7059,918.2294,917.8397,57.4765
74.4401,938.4443,918.2285,917.8404,20.2158
74.4441,952.8945,918.2275,917.8412,34.667
74.4481,950.7407,918.2264,917.8419,32.5143
74.4521,940.1065,918.2255,917.8426,21.881
74.4561,933.5032,918.2244,917.8434,15.2788
74.4601,971.2916,918.2233,917.8441,53.0683
74.4641,973.3541,918.2223,917.8448,55.1318
74.4681,922.5192,918.2212,917.8455,4.298
74.4721,916.3451,918.2201,917.8463,-1.875
74.4761,911.2086,918.219,917.847,-7.0104
74.4801,872.391,918.2178,917.8477,-45.8268
74.4841,901.7699,918.2167,917.8485,-16.4468
74.4881,945.1366,918.2155,917.8492,26.9211
74.4921,912.8914,918.2144,917.8499,-5.323
74.4961,946.5922,918.2132,917.8507,28.379
74.5001,907.3086,918.212,917.8514,-10.9034
74.5041,942.6155,918.2108,917.8521,24.4047
74.5081,1011.629,918.2097,917.8528,93.4193
74.5121,924.502,918.2086,917.8536,6.2934
74.5161,845.7758,918.2075,917.8543,-72.4317
74.5201,869.1622,918.2064,917.855,-49.0442
74.5241,955.0629,918.2054,917.8558,36.8575
74.5281,935.2601,918.2044,917.8565,17.0557
74.5321,975.2405,918.2035,917.8572,57.037
74.5361,952.5329,918.2026,917.8579,34.3303
74.5401,953.8843,918.2018,917.8587,35.6825
74.5441,944.7747,918.2011,917.8594,26.5736
74.5481,923.2135,918.2003,917.8601,5.0132
74.5521,946.915,918.1996,917.8609,28.7154
74.5561,950.5264,918.199,917.8616,32.3274
74.5601,961.0286,918.1984,917.8623,42.8302
74.5641,962.2922,918.1978,917.8631,44.0944
74.5681,919.0241,918.191,917.8638,0.8331
74.5721,940.6971,918.1904,917.8645,22.5067
74.5761,936.3402,918.1898,917.8652,18.1504
74.5801,935.5839,918.1891,917.866,17.3948
74.5841,952.7955,918.1885,917.8667,34.607
74.5881,950.9638,918.1878,917.8674,32.776
74.5921,918.4371,918.1871,917.8682,0.25
74.5961,963.6685,918.1864,917.8689,45.4821
74.6001,903.9576,918.1857,917.8696,-14.2281
74.6041,975.7655,918.185,917.8704,57.5805
74.6081,992.2073,918.1843,917.8711,74.023
74.6121,931.3565,918.1835,917.8718,13.173
74.6161,921.7261,918.1827,917.8725,3.5434
74.6201,953.4418,918.1819,917.8733,35.2599
74.6241,991.5707,918.1811,917.874,73.3896
74.6281,926.2222,918.1803,917.8747,8.0419
74.6321,884.2782,918.1794,917.8755,-33.9012
74.6361,953.5284,918.1786,917.8762,35.3498
74.6401,938.7025,918.1777,917.8769,20.5248
74.6441,931.3282,918.1768,917.8777,13.1514
74.6481,960.5621,918.1759,917.8784,42.3862
74.6521,949.4792,918.175,917.8791,31.3042
74.6561,951.3695,918.1741,917.8798,33.1954
74.6601,971.5404,918.1732,917.8806,53.3672
74.6641,943.0899,918.1723,917.8813,24.9176
74.6681,912.7632,918.1714,917.882,-5.4082
74.6721,927.1254,918.1705,917.8828,8.9549
74.6761,935.0994,918.1695,917.8835,16.9299
74.6801,932.4377,918.1686,917.8842,14.2691
74.6841,912.0477,918.1676,917.8849,-6.1199
74.6881,920.2607,918.1667,917.8857,2.094
74.6921,949.6096,918.1658,917.8864,31.4438
74.6961,936.8788,918.1649,917.8871,18.7139
74.7001,906.2408,918.1639,917.8879,-11.9231
74.7041,904.2496,918.163,917.8886,-13.9134
74.7081,938.431,918.1622,917.8893,20.2688
74.7121,937.9684,918.1613,917.8901,19.8071
74.7161,939.6771,918.1605,917.8908,21.5166
74.7201,900.8332,918.1597,917.8915,-17.3265
74.7241,957.3145,918.159,917.8922,39.1555
74.7281,938.6007,918.1583,917.893,20.4424
74.7321,929.9495,918.1575,917.8937,11.792
74.7361,933.2179,918.1569,917.8944,15.061
74.7401,953.1295,918.1562,917.8952,34.9733
74.7441,936.8035,918.1556,917.8959,18.6479
74.7481,905.5888,918.155,917.8966,-12.5662
74.7521,903.84,918.1544,917.8974,-14.3144
74.7561,911.5569,918.1538,917.8981,-6.5969
74.7601,942.5423,918.1532,917.8988,24.3891
74.7641,929.0261,918.1526,917.8995,10.8735
74.7681,893.115,918.152,917.9003,-25.037
74.7721,950.9816,918.1515,917.901,32.8301
74.7761,962.0696,918.1509,917.9017,43.9187
74.7801,905.8813,918.1503,917.9025,-12.269
74.7841,909.1197,918.1497,917.9032,-9.03
74.7881,894.6085,918.1491,917.9039,-23.5406
74.7921,918.5445,918.1485,917.9047,0.396
74.7961,935.1746,918.1479,917.9054,17.0267
74.8001,945.2034,918.1473,917.9061,27.0561
74.8041,916.0893,918.1467,917.9068,-2.0574
74.8081,904.0209,918.1461,917.9076,-14.1252
74.8121,913.2223,918.1455,917.9083,-4.9232
74.8161,955.0247,918.1449,917.909,36.8798
74.8201,913.8009,918.1443,917.9098,-4.3434
74.8241,941.2017,918.1437,917.9105,23.058
74.8281,969.8852,918.1431,917.9112,51.7421
74.8321,975.6252,918.1425,917.912,57.4827
74.8361,942.8126,918.1418,917.9127,24.6708
74.8401,955.8743,918.1412,917.9134,37.7331
74.8441,970.3512,918.1407,917.9141,52.2105
74.8481,933.4183,918.1401,917.9149,15.2782
74.8521,949.7507,918.1395,917.9156,31.6112
74.8561,943.7682,918.1389,917.9163,25.6293
74.8601,928.2666,918.1384,917.9171,10.1282
74.8641,918.0116,918.1378,917.9178,-0.1262
74.8681,884.8643,918.1372,917.9185,-33.2729
74.8721,904.7498,918.1367,917.9192,-13.3869
74.8761,1004.166,918.1361,917.92,86.0299
74.8801,971.6252,918.1355,917.9207,53.4897
74.8841,920.3186,918.1349,917.9214,2.1837
74.8881,920.3186,918.1344,917.9222,2.1842
74.8921,952.4345,918.1339,917.9229,34.3006
74.8961,914.9846,918.1333,917.9236,-3.1487
74.9001,898.1672,918.1328,917.9244,-19.9656
74.9041,914.5927,918.1323,917.9251,-3.5396
74.9081,920.313,918.1317,917.9258,2.1813
74.9121,899.4709,918.1312,917.9265,-18.6603
74.9161,931.1005,918.1306,917.9273,12.9699
74.9201,926.3585,918.13,917.928,8.2285
74.9241,937.1313,918.1295,917.9287,19.0018
74.9281,918.5783,918.1289,917.9295,0.4494
74.9321,915.6522,918.1284,917.9302,-2.4762
74.9361,954.1679,918.1278,917.9309,36.0401
74.9401,974.3156,918.1273,917.9317,56.1883
74.9441,967.7279,918.1267,917.9324,49.6012
74.9481,947.911,918.1262,917.9331,29.7848
74.9521,947.4171,918.1257,917.9338,29.2914
74.9561,928.4599,918.1251,917.9346,10.3348
74.9601,914.4631,918.1246,917.9353,-3.6615
74.9641,910.6382,918.1241,917.936,-7.4859
74.9681,992.5656,918.1235,917.9368,74.4421
74.9721,1004.804,918.123,917.9375,86.681
74.9761,890.0575,918.1226,917.9382,-28.0651
74.9801,917.8232,918.1221,917.939,-0.2989
74.9841,918.3201,918.1217,917.9397,0.1984
74.9881,927.1771,918.1213,917.9404,9.0558
74.9921,937.4168,918.121,917.9411,19.2958
74.9961,931.2702,918.1206,917.9419,13.1496
75.0001,951.93,918.1203,917.9426,33.8097
75.0041,932.4289,918.1201,917.9433,14.3088
75.0081,956.8583,918.1198,917.9441,38.7385
75.0121,956.8166,918.1195,917.9448,38.6971
75.0161,942.0363,918.1193,917.9455,23.917
75.0201,913.721,918.1191,917.9462,-4.3981
75.0241,926.5829,918.1189,917.947,8.464
75.0281,941.8884,918.1188,917.9477,23.7696
75.0321,896.9024,918.1186,917.9484,-21.2162
75.0361,879.7307,918.1184,917.9492,-38.3877
75.0401,897.7401,918.1182,917.9499,-20.3781
75.0441,896.9605,918.1181,917.9506,-21.1576
75.0481,928.5452,918.1179,917.9514,10.4273
75.0521,920.1785,918.1177,917.9521,2.0608
75.0561,950.2573,918.1176,917.9528,32.1397
75.0601,891.942,918.1174,917.9535,-26.1754
75.0641,976.2425,918.1172,917.9543,58.1253
75.0681,917.748,918.1171,917.955,-0.3691
75.0721,973.3055,918.1169,917.9557,55.1886
75.0761,982.8799,918.1167,917.9565,64.7632
75.0801,942.8143,918.1165,917.9572,24.6978
