Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],Error [cts]
32.3921,1036.471,1009.173,990.2445,27.298
32.3961,1022.778,1008.949,990.2052,13.829
32.4001,996.6525,1008.724,990.1659,-12.0715
32.4041,1086.916,1008.5,990.1266,78.416
32.4081,1068.725,1008.275,990.0873,60.45
32.4121,956.6619,1008.051,990.048,-51.3891
32.4161,1003.156,1007.826,990.0087,-4.67
32.4201,1062.539,1007.602,989.9694,54.937
32.4241,1067.2,1007.378,989.9301,59.822
32.4281,1072.497,1007.154,989.8908,65.343
32.4321,1039.794,1006.93,989.8515,32.864
32.4361,1049.772,1006.707,989.8122,43.065
32.4401,1016.963,1006.485,989.7729,10.478
32.4441,1032.425,1006.262,989.7336,26.163
32.4481,1036.19,1006.041,989.6943,30.149
32.4521,1017.176,1005.82,989.655,11.356
32.4561,1063.763,1005.599,989.6157,58.164
32.4601,1084.684,1005.38,989.5764,79.304
32.4641,1025.756,1005.161,989.5371,20.595
32.4681,1015.251,1004.943,989.4978,10.308
32.4721,1025.676,1004.726,989.4585,20.95
32.4761,1014.299,1004.509,989.4192,9.79
32.4801,1057.147,1004.294,989.3799,52.853
32.4841,1004.736,1004.08,989.3406,0.656
32.4881,1036.447,1003.866,989.3013,32.581
32.4921,1061.717,1003.654,989.262,58.063
32.4961,986.2723,1003.443,989.2227,-17.1707
32.5001,1015.953,1003.232,989.1834,12.721
32.5041,1016.176,1003.023,989.1441,13.153
32.5081,1042.514,1002.815,989.1048,39.699
32.5121,1044.227,1002.609,989.0655,41.618
32.5161,980.203,1002.404,989.0262,-22.201
32.5201,1006.733,1002.2,988.9869,4.533
32.5241,1037.357,1001.997,988.9476,35.36
32.5281,1033.751,1001.795,988.9083,31.956
32.5321,1046.155,1001.595,988.869,44.56
32.5361,1033.491,1001.396,988.8297,32.095
32.5401,1056.347,1001.199,988.7904,55.148
32.5441,1019.678,1001.003,988.7511,18.675
32.5481,990.1506,1000.808,988.7118,-10.6574
32.5521,994.2112,1000.615,988.6725,-6.4038
32.5561,1000.365,1000.423,988.6332,-0.058
32.5601,1046.59,1000.233,988.5939,46.357
32.5641,1010.688,1000.044,988.5546,10.644
32.5681,1009.001,999.8571,988.5153,9.1439
32.5721,1049.182,999.6713,988.476,49.5107
32.5761,1045.097,999.4872,988.4367,45.6098
32.5801,1040.671,999.3044,988.3974,41.3666
32.5841,1092.784,999.1232,988.3581,93.6608
32.5881,1097.906,998.9437,988.3188,98.9623
32.5921,1091.939,998.7655,988.2795,93.1735
32.5961,1008.641,998.589,988.2402,10.052
32.6001,961.6156,998.4141,988.2009,-36.7985
32.6041,1029.17,998.2408,988.1616,30.9292
32.6081,995.9931,998.0689,988.1223,-2.0758
32.6121,1035.45,997.8986,988.083,37.5514
32.6161,1013.028,997.73,988.0437,15.298
32.6201,1034.419,997.563,988.0044,36.856
32.6241,1036.8,997.3975,987.9651,39.4025
32.6281,1029.394,997.2336,987.9258,32.1604
32.6321,1034.24,997.0714,987.8865,37.1686
32.6361,1045.187,996.9106,987.8472,48.2764
32.6401,1064.286,996.7515,987.8079,67.5345
32.6441,1028.86,996.5939,987.7686,32.2661
32.6481,991.9793,996.4379,987.7293,-4.4586
32.6521,1020.054,996.2834,987.69,23.7706
32.6561,1016.512,996.1306,987.6507,20.3814
32.6601,1002.883,995.9794,987.6114,6.9036
32.6641,1011.903,995.8297,987.5721,16.0733
32.6681,1033.487,995.6815,987.5328,37.8055
32.6721,994.3564,995.5349,987.4934,-1.1785
32.6761,1022.205,995.3898,987.4541,26.8152
32.6801,988.4924,995.2462,987.4148,-6.7538
32.6841,936.5084,995.1041,987.3755,-58.5957
32.6881,1026.508,994.9636,987.3362,31.5444
32.6921,1020.542,994.8246,987.2969,25.7174
32.6961,981.2534,994.6871,987.2576,-13.4337
32.7001,1029.067,994.5511,987.2183,34.5159
32.7041,1091.469,994.4164,987.179,97.0526
32.7081,1075.885,994.2833,987.1397,81.6017
32.7121,1005.312,994.1518,987.1004,11.1602
32.7161,1014.034,994.0216,987.0611,20.0124
32.7201,976.3138,993.8929,987.0218,-17.5791
32.7241,993.0638,993.7655,986.9825,-0.7017
32.7281,982.5987,993.6396,986.9432,-11.0409
32.7321,971.6838,993.5151,986.9039,-21.8313
32.7361,1014.735,993.3919,986.8646,21.3431
32.7401,1024.928,993.2701,986.8253,31.6579
32.7441,1001.396,993.1497,986.786,8.2463
32.7481,998.945,993.0307,986.7467,5.9143
32.7521,1016.506,992.9129,986.7074,23.5931
32.7561,1046.344,992.7966,986.6681,53.5474
32.7601,1018.464,992.6815,986.6288,25.7825
32.7641,975.1596,992.5676,986.5895,-17.408
32.7681,1009.998,992.4551,986.5502,17.5429
32.7721,1037.445,992.3438,986.5109,45.1012
32.7761,1070.675,992.2338,986.4716,78.4412
32.7801,994.8206,992.125,986.4323,2.6956
32.7841,969.9272,992.0175,986.393,-22.0903
32.7881,1006.311,991.911,986.3537,14.4
32.7921,955.1172,991.8058,986.3144,-36.6886
32.7961,984.4476,991.7018,986.2751,-7.2542
32.8001,1005.476,991.5989,986.2358,13.8771
32.8041,1010.175,991.4973,986.1965,18.6777
32.8081,1018.764,991.3967,986.1572,27.3673
32.8121,958.2106,991.2972,986.1179,-33.0866
32.8161,985.2072,991.1988,986.0786,-5.9916
32.8201,977.1113,991.1014,986.0393,-13.9901
32.8241,989.5129,991.0052,986,-1.4923
32.8281,989.9883,990.9406,985.9913,-0.9523
32.8321,1000.45,990.877,985.9825,9.573
32.8361,1051.182,990.8144,985.9738,60.3676
32.8401,1038.604,990.7529,985.9651,47.8511
32.8441,1011.202,990.6923,985.9563,20.5097
32.8481,974.3218,990.6326,985.9476,-16.3108
32.8521,944.9985,990.574,985.9389,-45.5755
32.8561,998.2248,990.5162,985.9301,7.7086
32.8601,995.7527,990.4594,985.9214,5.2933
32.8641,946.3235,990.4036,985.9127,-44.0801
32.8681,984.7876,990.3486,985.9039,-5.561
32.8721,992.7627,990.2945,985.8952,2.4682
32.8761,1009.039,990.2412,985.8865,18.7978
32.8801,1008.225,990.1889,985.8777,18.0361
32.8841,1017.249,990.1373,985.869,27.1117
32.8881,984.4105,990.0865,985.8603,-5.676
32.8921,993.3173,990.0366,985.8515,3.2807
32.8961,959.5437,989.9875,985.8428,-30.4438
32.9001,1001.488,989.9391,985.8341,11.5489
32.9041,1000.729,989.8916,985.8253,10.8374
32.9081,977.5897,989.8448,985.8166,-12.2551
32.9121,978.4746,989.7986,985.8079,-11.324
32.9161,978.6384,989.7533,985.7991,-11.1149
32.9201,1013.951,989.7087,985.7904,24.2423
32.9241,1024.133,989.6647,985.7817,34.4683
32.9281,999.3311,989.6214,985.7729,9.7097
32.9321,987.1455,989.5788,985.7642,-2.4333
32.9361,967.178,989.5368,985.7555,-22.3588
32.9401,989.9962,989.4955,985.7467,0.5007
32.9441,1009.993,989.4548,985.738,20.5382
32.9481,997.0217,989.4148,985.7293,7.6069
32.9521,1025.004,989.3754,985.7205,35.6286
32.9561,1088.87,989.3365,985.7118,99.5335
32.9601,1037.196,989.2982,985.7031,47.8978
32.9641,977.9831,989.2606,985.6943,-11.2775
32.9681,1058.721,989.2234,985.6856,69.4976
32.9721,1026.168,989.1868,985.6769,36.9812
32.9761,1051.146,989.1508,985.6681,61.9952
32.9801,1027.622,989.1152,985.6594,38.5068
32.9841,1003.104,989.0802,985.6507,14.0238
32.9881,1051.21,989.0457,985.6419,62.1643
32.9921,1033.857,989.0117,985.6332,44.8453
32.9961,1029.676,988.9781,985.6245,40.6979
33.0001,1066.803,988.9451,985.6157,77.8579
33.0041,1058.614,988.9125,985.607,69.7015
33.0081,1041.242,988.8804,985.5983,52.3616
33.0121,1017.367,988.8487,985.5895,28.5183
33.0161,990.1203,988.8174,985.5808,1.3029
33.0201,994.5226,988.7866,985.5721,5.736
33.0241,1015.096,988.7561,985.5633,26.3399
33.0281,1021.8,988.7261,985.5546,33.0739
33.0321,1022.853,988.6964,985.5459,34.1566
33.0361,1017.626,988.6672,985.5371,28.9588
33.0401,1026.167,988.6384,985.5284,37.5286
33.0441,1050.29,988.6099,985.5197,61.6801
33.0481,1059.656,988.5817,985.5109,71.0743
33.0521,1011.632,988.554,985.5022,23.078
33.0561,1054.165,988.5266,985.4934,65.6384
33.0601,992.3829,988.4995,985.4847,3.8834
33.0641,967.4895,988.4727,985.476,-20.9832
33.0681,1009.922,988.4462,985.4672,21.4758
33.0721,1041.185,988.4201,985.4585,52.7649
33.0761,987.145,988.3943,985.4498,-1.2493
33.0801,1006.11,988.3688,985.441,17.7412
33.0841,1005.023,988.3436,985.4323,16.6794
33.0881,1015.951,988.3187,985.4236,27.6323
33.0921,1027.114,988.294,985.4148,38.82
33.0961,1003.474,988.2697,985.4061,15.2043
33.1001,996.4785,988.2455,985.3974,8.233
33.1041,1026.668,988.2217,985.3886,38.4463
33.1081,1025.866,988.1981,985.3799,37.6679
33.1121,1008.213,988.1747,985.3712,20.0383
33.1161,997.0898,988.1517,985.3624,8.9381
33.1201,979.0215,988.1288,985.3537,-9.1073
33.1241,980.0103,988.1063,985.345,-8.096
33.1281,1007.989,988.0839,985.3362,19.9051
33.1321,1029.676,988.0617,985.3275,41.6143
33.1361,1012.784,988.0398,985.3188,24.7442
33.1401,1026.46,988.0181,985.31,38.4419
33.1441,1027.531,987.9965,985.3013,39.5345
33.1481,1003.722,987.9752,985.2926,15.7468
33.1521,1049.669,987.954,985.2838,61.715
33.1561,956.2362,987.9331,985.2751,-31.6969
33.1601,1036.661,987.9124,985.2664,48.7486
33.1641,1052.169,987.8918,985.2576,64.2772
33.1681,1023.964,987.8714,985.2489,36.0926
33.1721,1010.824,987.8513,985.2402,22.9727
33.1761,943.7985,987.8312,985.2314,-44.0327
33.1801,990.0187,987.8113,985.2227,2.2074
33.1841,1006.6,987.7916,985.214,18.8084
33.1881,1036.111,987.7721,985.2052,48.3389
33.1921,999.5089,987.7527,985.1965,11.7562
33.1961,990.5837,987.7335,985.1878,2.8502
33.2001,955.9943,987.7144,985.179,-31.7201
33.2041,960.3537,987.6954,985.1703,-27.3417
33.2081,1004.416,987.6766,985.1616,16.7394
33.2121,984.8986,987.658,985.1528,-2.7594
33.2161,969.8902,987.6395,985.1441,-17.7493
33.2201,966.2688,987.6211,985.1354,-21.3523
33.2241,963.1566,987.6028,985.1266,-24.4462
33.2281,1026.226,987.5847,985.1179,38.6413
33.2321,965.3656,987.5667,985.1092,-22.2011
33.2361,1004.771,987.5488,985.1004,17.2222
33.2401,1023.478,987.5309,985.0917,35.9471
33.2441,984.6827,987.5133,985.083,-2.8306
33.2481,1027.178,987.4957,985.0742,39.6823
33.2521,1027.178,987.4783,985.0655,39.6997
33.2561,1006.299,987.461,985.0568,18.838
33.2601,1014.24,987.4438,985.048,26.7962
33.2641,1007.342,987.4266,985.0393,19.9154
33.2681,985.0089,987.4096,985.0306,-2.4007
33.2721,1041.676,987.3927,985.0218,54.2833
33.2761,1011.333,987.3759,985.0131,23.9571
33.2801,993.4784,987.3591,985.0044,6.1193
33.2841,976.6539,987.3423,984.9956,-10.6884
33.2881,1011.734,987.3258,984.9869,24.4082
33.2921,1010.895,987.3093,984.9782,23.5857
33.2961,991.2645,987.2929,984.9694,3.9716
33.3001,997.9812,987.2766,984.9607,10.7046
33.3041,1028.077,987.2604,984.952,40.8166
33.3081,1044.399,987.2442,984.9432,57.1548
33.3121,1010.825,987.2281,984.9345,23.5969
33.3161,1023.699,987.2121,984.9258,36.4869
33.3201,1057.546,987.1961,984.917,70.3499
33.3241,1001.383,987.1802,984.9083,14.2028
33.3281,1002.344,987.1644,984.8996,15.1796
33.3321,986.4304,987.1486,984.8908,-0.7182
33.3361,996.612,987.133,984.8821,9.479
33.3401,1015.975,987.1174,984.8734,28.8576
33.3441,962.0506,987.1018,984.8646,-25.0512
33.3481,1028.114,987.0863,984.8559,41.0277
33.3521,1011.626,987.0709,984.8472,24.5551
33.3561,1027.097,987.0555,984.8384,40.0415
33.3601,1071.287,987.0402,984.8297,84.2468
33.3641,1024.802,987.0249,984.821,37.7771
33.3681,1026.323,987.0097,984.8122,39.3133
33.3721,1012.385,986.9944,984.8035,25.3906
33.3761,1029.684,986.9794,984.7948,42.7046
33.3801,1041.18,986.9643,984.786,54.2157
33.3841,998.3349,986.9493,984.7773,11.3856
33.3881,979.6029,986.9343,984.7686,-7.3314
33.3921,995.7868,986.9193,984.7598,8.8675
33.3961,990.4086,986.9044,984.7511,3.5042
33.4001,984.1636,986.8896,984.7424,-2.726
33.4041,1007.899,986.8748,984.7336,21.0242
33.4081,1015.885,986.86,984.7249,29.025
33.4121,1009.219,986.8453,984.7162,22.3737
33.4161,1013.319,986.8305,984.7074,26.4885
33.4201,943.4204,986.8159,984.6987,-43.3955
33.4241,970.5131,986.8012,984.69,-16.2881
33.4281,1044.825,986.7866,984.6812,58.0384
33.4321,1040.728,986.7721,984.6725,53.9559
33.4361,1023.005,986.7576,984.6638,36.2474
33.4401,1045.026,986.743,984.655,58.283
33.4441,1011.099,986.7286,984.6463,24.3704
33.4481,972.0375,986.7141,984.6376,-14.6766
33.4521,1053.644,986.6997,984.6288,66.9443
33.4561,1045.839,986.6853,984.6201,59.1537
33.4601,1009.899,986.6709,984.6114,23.2281
33.4641,1002.174,986.6566,984.6026,15.5174
33.4681,995.2443,986.6422,984.5939,8.6021
33.4721,995.4245,986.6279,984.5852,8.7966
33.4761,1005.687,986.6136,984.5764,19.0734
33.4801,1016.465,986.5994,984.5677,29.8656
33.4841,1024.789,986.5852,984.559,38.2038
33.4881,1016.136,986.571,984.5502,29.565
33.4921,998.484,986.5568,984.5415,11.9272
33.4961,986.4281,986.5426,984.5328,-0.1145
33.5001,970.347,986.5284,984.524,-16.1814
33.5041,956.0806,986.5142,984.5153,-30.4336
33.5081,970.3816,986.5001,984.5066,-16.1185
33.5121,994.668,986.486,984.4978,8.182
33.5161,1014.371,986.4719,984.4891,27.8991
33.5201,1031.778,986.4578,984.4803,45.3202
33.5241,1018.083,986.4438,984.4716,31.6392
33.5281,982.3439,986.4297,984.4629,-4.0858
33.5321,1020.045,986.4156,984.4541,33.6294
33.5361,1009.513,986.4016,984.4454,23.1114
33.5401,939.6487,986.3876,984.4367,-46.7389
33.5441,968.6622,986.3735,984.4279,-17.7113
33.5481,1020.236,986.3595,984.4192,33.8765
33.5521,951.0839,986.3455,984.4105,-35.2616
33.5561,1019.677,986.3315,984.4017,33.3455
33.5601,991.7632,986.3176,984.393,5.4456
33.5641,975.8855,986.3036,984.3843,-10.4181
33.5681,992.7304,986.2896,984.3755,6.4408
33.5721,1009.793,986.2756,984.3668,23.5174
33.5761,1038.554,986.2617,984.3581,52.2923
33.5801,1059.687,986.2477,984.3493,73.4393
33.5841,1037.779,986.2338,984.3406,51.5452
33.5881,995.5967,986.2198,984.3319,9.3769
33.5921,985.102,986.2059,984.3231,-1.1039
33.5961,1005.497,986.1919,984.3144,19.3051
33.6001,1019.424,986.178,984.3057,33.246
33.6041,1032.91,986.1641,984.2969,46.7459
33.6081,992.8372,986.1501,984.2882,6.6871
33.6121,996.6333,986.1362,984.2795,10.4971
33.6161,949.5235,986.1223,984.2707,-36.5988
33.6201,972.6094,986.1084,984.262,-13.499
33.6241,1038.383,986.0945,984.2533,52.2885
33.6281,1015.405,986.0806,984.2445,29.3244
33.6321,1026.555,986.0666,984.2358,40.4884
33.6361,1047.959,986.0527,984.2271,61.9063
33.6401,1023.58,986.0388,984.2183,37.5412
33.6441,943.7216,986.0248,984.2096,-42.3032
33.6481,1008.049,986.0109,984.2009,22.0381
33.6521,1032.649,985.997,984.1921,46.652
33.6561,1024.623,985.9831,984.1834,38.6399
33.6601,1023.476,985.9692,984.1747,37.5068
33.6641,995.6341,985.9553,984.1659,9.6788
33.6681,983.9482,985.9413,984.1572,-1.9931
33.6721,982.3785,985.9274,984.1485,-3.5489
33.6761,1023.703,985.9135,984.1397,37.7895
33.6801,1045.374,985.8995,984.131,59.4745
33.6841,1024.164,985.8856,984.1223,38.2784
33.6881,1026.762,985.8717,984.1135,40.8903
33.6921,985.1456,985.8578,984.1048,-0.7122
33.6961,987.3948,985.8439,984.0961,1.5509
33.7001,1001.792,985.83,984.0873,15.962
33.7041,965.8704,985.816,984.0786,-19.9456
33.7081,1039.232,985.8021,984.0699,53.4299
33.7121,1024.274,985.7881,984.0611,38.4859
33.7161,996.9006,985.7742,984.0524,11.1264
33.7201,991.633,985.7602,984.0437,5.8728
33.7241,1023.228,985.7463,984.0349,37.4817
33.7281,1034.439,985.7324,984.0262,48.7066
33.7321,1000.712,985.7184,984.0175,14.9936
33.7361,1023.938,985.7045,984.0087,38.2335
33.7401,975.6452,985.6906,984,-10.0454
33.7441,1026.479,985.6766,983.9913,40.8024
33.7481,1023.399,985.6627,983.9825,37.7363
33.7521,1033.291,985.6487,983.9738,47.6423
33.7561,1050.98,985.6348,983.9651,65.3452
33.7601,1043.874,985.6208,983.9563,58.2532
33.7641,1027.567,985.6068,983.9476,41.9602
33.7681,1042.765,985.5928,983.9389,57.1722
33.7721,1044.656,985.5789,983.9301,59.0771
33.7761,1002.55,985.5649,983.9214,16.9851
33.7801,981.4093,985.551,983.9127,-4.1417
33.7841,1003.701,985.537,983.9039,18.164
33.7881,1025.563,985.5261,983.8952,40.0369
33.7921,981.0989,985.5121,983.8865,-4.4132
33.7961,974.055,985.4982,983.8777,-11.4432
33.8001,1048.162,985.4842,983.869,62.6778
33.8041,1009.361,985.4703,983.8603,23.8907
33.8081,1031.563,985.4562,983.8515,46.1068
33.8121,1022.56,985.4423,983.8428,37.1177
33.8161,974.6882,985.4283,983.8341,-10.7401
33.8201,959.9578,985.4144,983.8253,-25.4566
33.8241,1043.332,985.4005,983.8166,57.9315
33.8281,1059.083,985.3865,983.8079,73.6965
33.8321,1013.431,985.3726,983.7991,28.0584
33.8361,1016.243,985.3586,983.7904,30.8844
33.8401,1024.115,985.3446,983.7817,38.7704
33.8441,1027.946,985.3307,983.7729,42.6153
33.8481,1029.828,985.3167,983.7642,44.5113
33.8521,1039.289,985.3027,983.7555,53.9863
33.8561,1021.664,985.2888,983.7467,36.3752
33.8601,1033.345,985.2748,983.738,48.0702
33.8641,1019.882,985.2609,983.7293,34.6211
33.8681,1012.558,985.2469,983.7205,27.3111
33.8721,1030.962,985.233,983.7118,45.729
33.8761,992.834,985.2191,983.7031,7.6149
33.8801,1006.497,985.2067,983.6943,21.2903
33.8841,1028.165,985.1927,983.6856,42.9723
33.8881,1058.943,985.1788,983.6769,73.7642
33.8921,1037.74,985.1649,983.6681,52.5751
33.8961,984.7166,985.1509,983.6594,-0.4343
33.9001,1037.412,985.137,983.6507,52.275
33.9041,1029,985.1232,983.6419,43.8768
33.9081,1008.823,985.1093,983.6332,23.7137
33.9121,1064.355,985.0953,983.6245,79.2597
33.9161,1013.389,985.0815,983.6157,28.3075
33.9201,1004.756,985.0676,983.607,19.6884
33.9241,1019.227,985.0537,983.5983,34.1733
33.9281,1031.159,985.0398,983.5895,46.1192
33.9321,989.3446,985.0259,983.5808,4.3187
33.9361,978.7358,985.0121,983.5721,-6.2763
33.9401,1033.849,984.9982,983.5633,48.8508
33.9441,1042.896,984.9843,983.5546,57.9117
33.9481,990.282,984.9705,983.5459,5.3115
33.9521,958.0803,984.9566,983.5371,-26.8763
33.9561,977.1864,984.9428,983.5284,-7.7564
33.9601,1029.242,984.929,983.5197,44.313
33.9641,1043.395,984.9152,983.5109,58.4798
33.9681,998.0227,984.9013,983.5022,13.1214
33.9721,994.6317,984.8875,983.4934,9.7442
33.9761,1022.659,984.8737,983.4847,37.7853
33.9801,999.9632,984.8599,983.476,15.1033
33.9841,1035.871,984.8461,983.4672,51.0249
33.9881,1040.012,984.8323,983.4585,55.1797
33.9921,982.9278,984.8185,983.4498,-1.8907
33.9961,993.7041,984.8048,983.441,8.8993
34.0001,964.8846,984.791,983.4323,-19.9064
34.0041,1015.629,984.7773,983.4236,30.8517
34.0081,1022.808,984.7635,983.4148,38.0445
34.0121,1029.476,984.7498,983.4061,44.7262
34.0161,1010.496,984.7361,983.3974,25.7599
34.0201,1016.188,984.7224,983.3886,31.4656
34.0241,1010.406,984.7087,983.3799,25.6973
34.0281,988.3403,984.695,983.3712,3.6453
34.0321,1014.839,984.6813,983.3624,30.1577
34.0361,1051.944,984.6677,983.3537,67.2763
34.0401,1019.515,984.654,983.345,34.861
34.0441,998.5054,984.6403,983.3362,13.8651
34.0481,992.6955,984.6267,983.3275,8.0688
34.0521,945.3903,984.6131,983.3188,-39.2228
34.0561,965.1522,984.5995,983.31,-19.4473
34.0601,1053.171,984.5859,983.3013,68.5851
34.0641,1041.922,984.5723,983.2926,57.3497
34.0681,984.4793,984.5587,983.2838,-0.0794
34.0721,997.163,984.5451,983.2751,12.6179
34.0761,1031.023,984.5315,983.2664,46.4915
34.0801,1030.224,984.518,983.2576,45.706
34.0841,996.6637,984.5045,983.2489,12.1592
34.0881,1018.225,984.4909,983.2402,33.7341
34.0921,1070.251,984.4774,983.2314,85.7736
34.0961,983.2651,984.4639,983.2227,-1.1988
34.1001,1075.179,984.4504,983.214,90.7286
34.1041,986.6483,984.437,983.2052,2.2113
34.1081,991.5315,984.4235,983.1965,7.108
34.1121,1061.261,984.41,983.1878,76.851
34.1161,1036.67,984.3965,983.179,52.2735
34.1201,1030.015,984.3831,983.1703,45.6319
34.1241,1018.641,984.3698,983.1616,34.2712
34.1281,1002.453,984.3563,983.1528,18.0967
34.1321,1019.144,984.343,983.1441,34.801
34.1361,965.4476,984.3296,983.1354,-18.882
34.1401,1013.265,984.3162,983.1266,28.9488
34.1441,1067.708,984.3029,983.1179,83.4051
34.1481,1029.663,984.2896,983.1092,45.3734
34.1521,1014.272,984.2762,983.1004,29.9958
34.1561,1010.175,984.2629,983.0917,25.9121
34.1601,1018.428,984.2496,983.083,34.1784
34.1641,1013.01,984.2363,983.0742,28.7737
34.1681,968.0103,984.2231,983.0655,-16.2128
34.1721,1000.283,984.2098,983.0568,16.0732
34.1761,1040.828,984.1966,983.048,56.6314
34.1801,1020.011,984.1833,983.0393,35.8277
34.1841,994.7454,984.1702,983.0306,10.5752
34.1881,989.1397,984.157,983.0218,4.9827
34.1921,988.1823,984.1438,983.0131,4.0385
34.1961,1006.157,984.1307,983.0044,22.0263
34.2001,981.8561,984.1174,982.9956,-2.2613
34.2041,1028.294,984.1043,982.9869,44.1897
34.2081,1036.052,984.0912,982.9782,51.9608
34.2121,989.8348,984.0781,982.9694,5.7567
34.2161,976.1691,984.065,982.9607,-7.8959
34.2201,972.0209,984.0519,982.952,-12.031
34.2241,1022.086,984.0389,982.9432,38.0471
34.2281,1026.207,984.0259,982.9345,42.1811
34.2321,1054.985,984.0128,982.9258,70.9722
34.2361,1055.893,983.9998,982.917,71.8932
34.2401,1000.817,983.9868,982.9083,16.8302
34.2441,979.2742,983.9738,982.8996,-4.6996
34.2481,983.6274,983.9608,982.8908,-0.3334
34.2521,993.3961,983.9479,982.8821,9.4482
34.2561,1003.231,983.935,982.8734,19.296
34.2601,999.2009,983.9221,982.8646,15.2788
34.2641,1096.091,983.9092,982.8559,112.1818
34.2681,1012.303,983.8963,982.8472,28.4067
34.2721,981.0996,983.8834,982.8384,-2.7838
34.2761,992.3107,983.8705,982.8297,8.4402
34.2801,1038.488,983.8577,982.821,54.6303
34.2841,990.7332,983.8449,982.8122,6.8883
